CSVv2;OperatingPoint, measurementType, sysType, jetFlavor, etaMin, etaMax, ptMin, ptMax, discrMin, discrMax, formula
1, mujets, down, 1, -2.4, 2.4, 30, 50, 0, 1, "(0.628408*((1.+(0.576276*x))/(1.+(0.396304*x))))-0.029557975009083748" 
1, mujets, down, 1, -2.4, 2.4, 50, 70, 0, 1, "(0.628408*((1.+(0.576276*x))/(1.+(0.396304*x))))-0.03100409172475338" 
1, mujets, down, 1, -2.4, 2.4, 70, 100, 0, 1, "(0.628408*((1.+(0.576276*x))/(1.+(0.396304*x))))-0.030108468607068062" 
1, mujets, down, 1, -2.4, 2.4, 100, 140, 0, 1, "(0.628408*((1.+(0.576276*x))/(1.+(0.396304*x))))-0.048079650849103928" 
1, mujets, down, 1, -2.4, 2.4, 140, 200, 0, 1, "(0.628408*((1.+(0.576276*x))/(1.+(0.396304*x))))-0.059211321175098419" 
1, mujets, down, 1, -2.4, 2.4, 200, 300, 0, 1, "(0.628408*((1.+(0.576276*x))/(1.+(0.396304*x))))-0.066058672964572906" 
1, mujets, down, 1, -2.4, 2.4, 300, 670, 0, 1, "(0.628408*((1.+(0.576276*x))/(1.+(0.396304*x))))-0.074019312858581543" 
1, mujets, down, 0, -2.4, 2.4, 30, 50, 0, 1, "(0.628408*((1.+(0.576276*x))/(1.+(0.396304*x))))-0.014778987504541874" 
1, mujets, down, 0, -2.4, 2.4, 50, 70, 0, 1, "(0.628408*((1.+(0.576276*x))/(1.+(0.396304*x))))-0.01550204586237669" 
1, mujets, down, 0, -2.4, 2.4, 70, 100, 0, 1, "(0.628408*((1.+(0.576276*x))/(1.+(0.396304*x))))-0.015054234303534031" 
1, mujets, down, 0, -2.4, 2.4, 100, 140, 0, 1, "(0.628408*((1.+(0.576276*x))/(1.+(0.396304*x))))-0.024039825424551964" 
1, mujets, down, 0, -2.4, 2.4, 140, 200, 0, 1, "(0.628408*((1.+(0.576276*x))/(1.+(0.396304*x))))-0.02960566058754921" 
1, mujets, down, 0, -2.4, 2.4, 200, 300, 0, 1, "(0.628408*((1.+(0.576276*x))/(1.+(0.396304*x))))-0.033029336482286453" 
1, mujets, down, 0, -2.4, 2.4, 300, 670, 0, 1, "(0.628408*((1.+(0.576276*x))/(1.+(0.396304*x))))-0.037009656429290771" 
1, mujets, down_correlated, 1, -2.4, 2.4, 30, 50, 0, 1, "(0.628408*((1.+(0.576276*x))/(1.+(0.396304*x))))-0.024336005717077447" 
1, mujets, down_correlated, 1, -2.4, 2.4, 50, 70, 0, 1, "(0.628408*((1.+(0.576276*x))/(1.+(0.396304*x))))-0.028140534891236409" 
1, mujets, down_correlated, 1, -2.4, 2.4, 70, 100, 0, 1, "(0.628408*((1.+(0.576276*x))/(1.+(0.396304*x))))-0.025055810006022246" 
1, mujets, down_correlated, 1, -2.4, 2.4, 100, 140, 0, 1, "(0.628408*((1.+(0.576276*x))/(1.+(0.396304*x))))-0.042799463105476984" 
1, mujets, down_correlated, 1, -2.4, 2.4, 140, 200, 0, 1, "(0.628408*((1.+(0.576276*x))/(1.+(0.396304*x))))-0.05714572355010087" 
1, mujets, down_correlated, 1, -2.4, 2.4, 200, 300, 0, 1, "(0.628408*((1.+(0.576276*x))/(1.+(0.396304*x))))-0.063195846110164072" 
1, mujets, down_correlated, 1, -2.4, 2.4, 300, 670, 0, 1, "(0.628408*((1.+(0.576276*x))/(1.+(0.396304*x))))-0.068128511718282853" 
1, mujets, down_correlated, 0, -2.4, 2.4, 30, 50, 0, 1, "(0.628408*((1.+(0.576276*x))/(1.+(0.396304*x))))-0.012168002858538723" 
1, mujets, down_correlated, 0, -2.4, 2.4, 50, 70, 0, 1, "(0.628408*((1.+(0.576276*x))/(1.+(0.396304*x))))-0.014070267445618205" 
1, mujets, down_correlated, 0, -2.4, 2.4, 70, 100, 0, 1, "(0.628408*((1.+(0.576276*x))/(1.+(0.396304*x))))-0.012527905003011123" 
1, mujets, down_correlated, 0, -2.4, 2.4, 100, 140, 0, 1, "(0.628408*((1.+(0.576276*x))/(1.+(0.396304*x))))-0.021399731552738492" 
1, mujets, down_correlated, 0, -2.4, 2.4, 140, 200, 0, 1, "(0.628408*((1.+(0.576276*x))/(1.+(0.396304*x))))-0.028572861775050435" 
1, mujets, down_correlated, 0, -2.4, 2.4, 200, 300, 0, 1, "(0.628408*((1.+(0.576276*x))/(1.+(0.396304*x))))-0.031597923055082036" 
1, mujets, down_correlated, 0, -2.4, 2.4, 300, 670, 0, 1, "(0.628408*((1.+(0.576276*x))/(1.+(0.396304*x))))-0.034064255859141426" 
1, mujets, down_uncorrelated, 1, -2.4, 2.4, 30, 50, 0, 1, "(0.628408*((1.+(0.576276*x))/(1.+(0.396304*x))))-0.016775956377387047" 
1, mujets, down_uncorrelated, 1, -2.4, 2.4, 50, 70, 0, 1, "(0.628408*((1.+(0.576276*x))/(1.+(0.396304*x))))-0.013013992458581924" 
1, mujets, down_uncorrelated, 1, -2.4, 2.4, 70, 100, 0, 1, "(0.628408*((1.+(0.576276*x))/(1.+(0.396304*x))))-0.016695097088813782" 
1, mujets, down_uncorrelated, 1, -2.4, 2.4, 100, 140, 0, 1, "(0.628408*((1.+(0.576276*x))/(1.+(0.396304*x))))-0.021905679255723953" 
1, mujets, down_uncorrelated, 1, -2.4, 2.4, 140, 200, 0, 1, "(0.628408*((1.+(0.576276*x))/(1.+(0.396304*x))))-0.01550312340259552" 
1, mujets, down_uncorrelated, 1, -2.4, 2.4, 200, 300, 0, 1, "(0.628408*((1.+(0.576276*x))/(1.+(0.396304*x))))-0.019236249849200249" 
1, mujets, down_uncorrelated, 1, -2.4, 2.4, 300, 670, 0, 1, "(0.628408*((1.+(0.576276*x))/(1.+(0.396304*x))))-0.02893725223839283" 
1, mujets, down_uncorrelated, 0, -2.4, 2.4, 30, 50, 0, 1, "(0.628408*((1.+(0.576276*x))/(1.+(0.396304*x))))-0.0083879781886935234" 
1, mujets, down_uncorrelated, 0, -2.4, 2.4, 50, 70, 0, 1, "(0.628408*((1.+(0.576276*x))/(1.+(0.396304*x))))-0.0065069962292909622" 
1, mujets, down_uncorrelated, 0, -2.4, 2.4, 70, 100, 0, 1, "(0.628408*((1.+(0.576276*x))/(1.+(0.396304*x))))-0.0083475485444068909" 
1, mujets, down_uncorrelated, 0, -2.4, 2.4, 100, 140, 0, 1, "(0.628408*((1.+(0.576276*x))/(1.+(0.396304*x))))-0.010952839627861977" 
1, mujets, down_uncorrelated, 0, -2.4, 2.4, 140, 200, 0, 1, "(0.628408*((1.+(0.576276*x))/(1.+(0.396304*x))))-0.00775156170129776" 
1, mujets, down_uncorrelated, 0, -2.4, 2.4, 200, 300, 0, 1, "(0.628408*((1.+(0.576276*x))/(1.+(0.396304*x))))-0.0096181249246001244" 
1, mujets, down_uncorrelated, 0, -2.4, 2.4, 300, 670, 0, 1, "(0.628408*((1.+(0.576276*x))/(1.+(0.396304*x))))-0.014468626119196415" 
1, mujets, up, 1, -2.4, 2.4, 30, 50, 0, 1, "(0.628408*((1.+(0.576276*x))/(1.+(0.396304*x))))+0.029557975009083748" 
1, mujets, up, 1, -2.4, 2.4, 50, 70, 0, 1, "(0.628408*((1.+(0.576276*x))/(1.+(0.396304*x))))+0.03100409172475338" 
1, mujets, up, 1, -2.4, 2.4, 70, 100, 0, 1, "(0.628408*((1.+(0.576276*x))/(1.+(0.396304*x))))+0.030108468607068062" 
1, mujets, up, 1, -2.4, 2.4, 100, 140, 0, 1, "(0.628408*((1.+(0.576276*x))/(1.+(0.396304*x))))+0.048079650849103928" 
1, mujets, up, 1, -2.4, 2.4, 140, 200, 0, 1, "(0.628408*((1.+(0.576276*x))/(1.+(0.396304*x))))+0.059211321175098419" 
1, mujets, up, 1, -2.4, 2.4, 200, 300, 0, 1, "(0.628408*((1.+(0.576276*x))/(1.+(0.396304*x))))+0.066058672964572906" 
1, mujets, up, 1, -2.4, 2.4, 300, 670, 0, 1, "(0.628408*((1.+(0.576276*x))/(1.+(0.396304*x))))+0.074019312858581543" 
1, mujets, up, 0, -2.4, 2.4, 30, 50, 0, 1, "(0.628408*((1.+(0.576276*x))/(1.+(0.396304*x))))+0.014778987504541874" 
1, mujets, up, 0, -2.4, 2.4, 50, 70, 0, 1, "(0.628408*((1.+(0.576276*x))/(1.+(0.396304*x))))+0.01550204586237669" 
1, mujets, up, 0, -2.4, 2.4, 70, 100, 0, 1, "(0.628408*((1.+(0.576276*x))/(1.+(0.396304*x))))+0.015054234303534031" 
1, mujets, up, 0, -2.4, 2.4, 100, 140, 0, 1, "(0.628408*((1.+(0.576276*x))/(1.+(0.396304*x))))+0.024039825424551964" 
1, mujets, up, 0, -2.4, 2.4, 140, 200, 0, 1, "(0.628408*((1.+(0.576276*x))/(1.+(0.396304*x))))+0.02960566058754921" 
1, mujets, up, 0, -2.4, 2.4, 200, 300, 0, 1, "(0.628408*((1.+(0.576276*x))/(1.+(0.396304*x))))+0.033029336482286453" 
1, mujets, up, 0, -2.4, 2.4, 300, 670, 0, 1, "(0.628408*((1.+(0.576276*x))/(1.+(0.396304*x))))+0.037009656429290771" 
1, mujets, up_correlated, 1, -2.4, 2.4, 30, 50, 0, 1, "(0.628408*((1.+(0.576276*x))/(1.+(0.396304*x))))+0.024336005717077447" 
1, mujets, up_correlated, 1, -2.4, 2.4, 50, 70, 0, 1, "(0.628408*((1.+(0.576276*x))/(1.+(0.396304*x))))+0.028140534891236409" 
1, mujets, up_correlated, 1, -2.4, 2.4, 70, 100, 0, 1, "(0.628408*((1.+(0.576276*x))/(1.+(0.396304*x))))+0.025055810006022246" 
1, mujets, up_correlated, 1, -2.4, 2.4, 100, 140, 0, 1, "(0.628408*((1.+(0.576276*x))/(1.+(0.396304*x))))+0.042799463105476984" 
1, mujets, up_correlated, 1, -2.4, 2.4, 140, 200, 0, 1, "(0.628408*((1.+(0.576276*x))/(1.+(0.396304*x))))+0.05714572355010087" 
1, mujets, up_correlated, 1, -2.4, 2.4, 200, 300, 0, 1, "(0.628408*((1.+(0.576276*x))/(1.+(0.396304*x))))+0.063195846110164072" 
1, mujets, up_correlated, 1, -2.4, 2.4, 300, 670, 0, 1, "(0.628408*((1.+(0.576276*x))/(1.+(0.396304*x))))+0.068128511718282853" 
1, mujets, up_correlated, 0, -2.4, 2.4, 30, 50, 0, 1, "(0.628408*((1.+(0.576276*x))/(1.+(0.396304*x))))+0.012168002858538723" 
1, mujets, up_correlated, 0, -2.4, 2.4, 50, 70, 0, 1, "(0.628408*((1.+(0.576276*x))/(1.+(0.396304*x))))+0.014070267445618205" 
1, mujets, up_correlated, 0, -2.4, 2.4, 70, 100, 0, 1, "(0.628408*((1.+(0.576276*x))/(1.+(0.396304*x))))+0.012527905003011123" 
1, mujets, up_correlated, 0, -2.4, 2.4, 100, 140, 0, 1, "(0.628408*((1.+(0.576276*x))/(1.+(0.396304*x))))+0.021399731552738492" 
1, mujets, up_correlated, 0, -2.4, 2.4, 140, 200, 0, 1, "(0.628408*((1.+(0.576276*x))/(1.+(0.396304*x))))+0.028572861775050435" 
1, mujets, up_correlated, 0, -2.4, 2.4, 200, 300, 0, 1, "(0.628408*((1.+(0.576276*x))/(1.+(0.396304*x))))+0.031597923055082036" 
1, mujets, up_correlated, 0, -2.4, 2.4, 300, 670, 0, 1, "(0.628408*((1.+(0.576276*x))/(1.+(0.396304*x))))+0.034064255859141426" 
1, mujets, up_uncorrelated, 1, -2.4, 2.4, 30, 50, 0, 1, "(0.628408*((1.+(0.576276*x))/(1.+(0.396304*x))))+0.016775956377387047" 
1, mujets, up_uncorrelated, 1, -2.4, 2.4, 50, 70, 0, 1, "(0.628408*((1.+(0.576276*x))/(1.+(0.396304*x))))+0.013013992458581924" 
1, mujets, up_uncorrelated, 1, -2.4, 2.4, 70, 100, 0, 1, "(0.628408*((1.+(0.576276*x))/(1.+(0.396304*x))))+0.016695097088813782" 
1, mujets, up_uncorrelated, 1, -2.4, 2.4, 100, 140, 0, 1, "(0.628408*((1.+(0.576276*x))/(1.+(0.396304*x))))+0.021905679255723953" 
1, mujets, up_uncorrelated, 1, -2.4, 2.4, 140, 200, 0, 1, "(0.628408*((1.+(0.576276*x))/(1.+(0.396304*x))))+0.01550312340259552" 
1, mujets, up_uncorrelated, 1, -2.4, 2.4, 200, 300, 0, 1, "(0.628408*((1.+(0.576276*x))/(1.+(0.396304*x))))+0.019236249849200249" 
1, mujets, up_uncorrelated, 1, -2.4, 2.4, 300, 670, 0, 1, "(0.628408*((1.+(0.576276*x))/(1.+(0.396304*x))))+0.02893725223839283" 
1, mujets, up_uncorrelated, 0, -2.4, 2.4, 30, 50, 0, 1, "(0.628408*((1.+(0.576276*x))/(1.+(0.396304*x))))+0.0083879781886935234" 
1, mujets, up_uncorrelated, 0, -2.4, 2.4, 50, 70, 0, 1, "(0.628408*((1.+(0.576276*x))/(1.+(0.396304*x))))+0.0065069962292909622" 
1, mujets, up_uncorrelated, 0, -2.4, 2.4, 70, 100, 0, 1, "(0.628408*((1.+(0.576276*x))/(1.+(0.396304*x))))+0.0083475485444068909" 
1, mujets, up_uncorrelated, 0, -2.4, 2.4, 100, 140, 0, 1, "(0.628408*((1.+(0.576276*x))/(1.+(0.396304*x))))+0.010952839627861977" 
1, mujets, up_uncorrelated, 0, -2.4, 2.4, 140, 200, 0, 1, "(0.628408*((1.+(0.576276*x))/(1.+(0.396304*x))))+0.00775156170129776" 
